year,quarter,quarter_qf,hb,hb_name,hbqf,location,location_name,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beddays,all_staffed_beddays_qf,total_occupied_beddays,total_occupied_beddays_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,yq
2017,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,661,NA,476,NA,7.184782609,NA,5.173913043,NA,72.01210287,NA,2017Q4
2018,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,610,NA,517,NA,6.777777778,NA,5.744444444,NA,84.75409836,NA,2018Q1
2018,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,703,NA,543,NA,7.725274725,NA,5.967032967,NA,77.24039829,NA,2018Q2
2018,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,650,NA,524,NA,7.065217391,NA,5.695652174,NA,80.61538462,NA,2018Q3
2018,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,561,NA,494,NA,6.097826087,NA,5.369565217,NA,88.057041,NA,2018Q4
2019,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,520,NA,488,NA,5.777777778,NA,5.422222222,NA,93.84615385,NA,2019Q1
2019,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,523,NA,471,NA,5.747252747,NA,5.175824176,NA,90.05736138,NA,2019Q2
2019,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,527,NA,492,NA,5.72826087,NA,5.347826087,NA,93.35863378,NA,2019Q3
2019,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,392,NA,362,NA,4.260869565,NA,3.934782609,NA,92.34693878,NA,2019Q4
2020,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,474,NA,444,NA,5.208791209,NA,4.879120879,NA,93.67088608,NA,2020Q1
2020,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,263,NA,202,NA,2.89010989,NA,2.21978022,NA,76.80608365,NA,2020Q2
2020,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,228,NA,210,NA,2.47826087,NA,2.282608696,NA,92.10526316,NA,2020Q3
2020,3,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1,NA,1,NA,0.010869565,NA,0.010869565,NA,100,NA,2020Q3
2020,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,396,NA,388,NA,4.304347826,NA,4.217391304,NA,97.97979798,NA,2020Q4
2021,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,337,NA,329,NA,3.744444444,NA,3.655555556,NA,97.62611276,NA,2021Q1
2021,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,452,NA,433,NA,4.967032967,NA,4.758241758,NA,95.79646018,NA,2021Q2
2021,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,302,NA,266,NA,3.282608696,NA,2.891304348,NA,88.0794702,NA,2021Q3
2021,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,430,NA,406,NA,4.673913043,NA,4.413043478,NA,94.41860465,NA,2021Q4
2022,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,390,NA,365,NA,4.333333333,NA,4.055555556,NA,93.58974359,NA,2022Q1
2022,2,p,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,419,NA,392,NA,4.604395604,NA,4.307692308,NA,93.55608592,NA,2022Q2
2017,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,NA,z,Emergency Grouping,d,13,NA,13,NA,0.142857143,NA,0.142857143,NA,100,NA,2017Q2
2018,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,NA,z,Emergency Grouping,d,3,NA,3,NA,0.033333333,NA,0.033333333,NA,100,NA,2018Q1
2018,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0.010989011,NA,0.010989011,NA,100,NA,2018Q2
2018,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,NA,z,Emergency Grouping,d,2,NA,2,NA,0.02173913,NA,0.02173913,NA,100,NA,2018Q3
2020,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0.010869565,NA,0.010869565,NA,100,NA,2020Q3
2021,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,NA,z,Emergency Grouping,d,3,NA,3,NA,0.032608696,NA,0.032608696,NA,100,NA,2021Q3
2017,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,6,NA,6,NA,0.065934066,NA,0.065934066,NA,100,NA,2017Q2
2017,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,4,NA,4,NA,0.043478261,NA,0.043478261,NA,100,NA,2017Q4
2018,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0.011111111,NA,0.011111111,NA,100,NA,2018Q1
2018,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,5,NA,5,NA,0.054945055,NA,0.054945055,NA,100,NA,2018Q2
2019,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,3,NA,3,NA,0.033333333,NA,0.033333333,NA,100,NA,2019Q1
2019,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,2,NA,2,NA,0.02173913,NA,0.02173913,NA,100,NA,2019Q3
2019,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,4,NA,4,NA,0.043478261,NA,0.043478261,NA,100,NA,2019Q4
2020,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,3,NA,3,NA,0.032967033,NA,0.032967033,NA,100,NA,2020Q1
2020,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0.010869565,NA,0.010869565,NA,100,NA,2020Q4
2021,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0.011111111,NA,0.011111111,NA,100,NA,2021Q1
2021,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,4,NA,4,NA,0.043956044,NA,0.043956044,NA,100,NA,2021Q2
2021,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,7,NA,7,NA,0.076086957,NA,0.076086957,NA,100,NA,2021Q4
2017,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1667,NA,1667,NA,18.31868132,NA,18.31868132,NA,100,NA,2017Q2
2017,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1827,NA,1827,NA,19.85869565,NA,19.85869565,NA,100,NA,2017Q3
2017,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1785,NA,1785,NA,19.40217391,NA,19.40217391,NA,100,NA,2017Q4
2018,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1853,NA,1853,NA,20.58888889,NA,20.58888889,NA,100,NA,2018Q1
2018,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1579,NA,1579,NA,17.35164835,NA,17.35164835,NA,100,NA,2018Q2
2018,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1688,NA,1688,NA,18.34782609,NA,18.34782609,NA,100,NA,2018Q3
2018,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1565,NA,1565,NA,17.01086957,NA,17.01086957,NA,100,NA,2018Q4
2019,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1545,NA,1545,NA,17.16666667,NA,17.16666667,NA,100,NA,2019Q1
2019,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1563,NA,1562,NA,17.17582418,NA,17.16483516,NA,99.93602047,NA,2019Q2
2019,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1623,NA,1623,NA,17.64130435,NA,17.64130435,NA,100,NA,2019Q3
2019,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1524,NA,1522,NA,16.56521739,NA,16.54347826,NA,99.8687664,NA,2019Q4
2019,4,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A9,NA,Gastroenterology,NA,13,NA,13,NA,0.141304348,NA,0.141304348,NA,100,NA,2019Q4
2020,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1594,NA,1545,NA,17.51648352,NA,16.97802198,NA,96.9259724,NA,2020Q1
2020,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1067,NA,1062,NA,11.72527473,NA,11.67032967,NA,99.53139644,NA,2020Q2
2020,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1263,NA,1257,NA,13.72826087,NA,13.66304348,NA,99.52494062,NA,2020Q3
2020,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1379,NA,1378,NA,14.98913043,NA,14.97826087,NA,99.92748368,NA,2020Q4
2021,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1676,NA,1676,NA,18.62222222,NA,18.62222222,NA,100,NA,2021Q1
2021,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1588,NA,1584,NA,17.45054945,NA,17.40659341,NA,99.74811083,NA,2021Q2
2021,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1768,NA,1701,NA,19.2173913,NA,18.48913043,NA,96.21040724,NA,2021Q3
2021,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,2031,NA,2007,NA,22.07608696,NA,21.81521739,NA,98.8183161,NA,2021Q4
2022,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1970,NA,1964,NA,21.88888889,NA,21.82222222,NA,99.69543147,NA,2022Q1
2022,2,p,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A9,NA,Gastroenterology,NA,1671,NA,1660,NA,18.36263736,NA,18.24175824,NA,99.34171155,NA,2022Q2
2017,2,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2870,NA,2217,NA,31.53846154,NA,24.36263736,NA,77.24738676,NA,2017Q2
2017,2,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2125,NA,2125,NA,23.35164835,NA,23.35164835,NA,100,NA,2017Q2
2017,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,8417,NA,7857,NA,92.49450549,NA,86.34065934,NA,93.34679815,NA,2017Q2
2017,2,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,1412,NA,1412,NA,15.51648352,NA,15.51648352,NA,100,NA,2017Q2
2017,3,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3017,NA,2386,NA,32.79347826,NA,25.93478261,NA,79.08518396,NA,2017Q3
2017,3,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2129,NA,2129,NA,23.14130435,NA,23.14130435,NA,100,NA,2017Q3
2017,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7975,NA,7558,NA,86.68478261,NA,82.15217391,NA,94.77115987,NA,2017Q3
2017,3,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,1714,NA,1714,NA,18.63043478,NA,18.63043478,NA,100,NA,2017Q3
2017,4,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3095,NA,2816,NA,33.64130435,NA,30.60869565,NA,90.98546042,NA,2017Q4
2017,4,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2171,NA,2171,NA,23.59782609,NA,23.59782609,NA,100,NA,2017Q4
2017,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,8173,NA,7611,NA,88.83695652,NA,82.72826087,NA,93.12369999,NA,2017Q4
2017,4,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2025,NA,2025,NA,22.01086957,NA,22.01086957,NA,100,NA,2017Q4
2018,1,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3305,NA,3083,NA,36.72222222,NA,34.25555556,NA,93.28290469,NA,2018Q1
2018,1,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2296,NA,2296,NA,25.51111111,NA,25.51111111,NA,100,NA,2018Q1
2018,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7149,NA,6693,NA,79.43333333,NA,74.36666667,NA,93.62148552,NA,2018Q1
2018,1,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,1883,NA,1883,NA,20.92222222,NA,20.92222222,NA,100,NA,2018Q1
2018,2,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2951,NA,2532,NA,32.42857143,NA,27.82417582,NA,85.80142325,NA,2018Q2
2018,2,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2523,NA,2523,NA,27.72527473,NA,27.72527473,NA,100,NA,2018Q2
2018,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,6947,NA,6372,NA,76.34065934,NA,70.02197802,NA,91.72304592,NA,2018Q2
2018,2,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,1557,NA,1557,NA,17.10989011,NA,17.10989011,NA,100,NA,2018Q2
2018,3,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2984,NA,2413,NA,32.43478261,NA,26.22826087,NA,80.86461126,NA,2018Q3
2018,3,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2152,NA,2152,NA,23.39130435,NA,23.39130435,NA,100,NA,2018Q3
2018,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7537,NA,6835,NA,81.92391304,NA,74.29347826,NA,90.68594932,NA,2018Q3
2018,3,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,1843,NA,1843,NA,20.0326087,NA,20.0326087,NA,100,NA,2018Q3
2018,4,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3117,NA,2802,NA,33.88043478,NA,30.45652174,NA,89.89412897,NA,2018Q4
2018,4,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2146,NA,2146,NA,23.32608696,NA,23.32608696,NA,100,NA,2018Q4
2018,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,6626,NA,6003,NA,72.02173913,NA,65.25,NA,90.59764564,NA,2018Q4
2018,4,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,1678,NA,1678,NA,18.23913043,NA,18.23913043,NA,100,NA,2018Q4
2019,1,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2951,NA,2576,NA,32.78888889,NA,28.62222222,NA,87.29244324,NA,2019Q1
2019,1,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2796,NA,2796,NA,31.06666667,NA,31.06666667,NA,100,NA,2019Q1
2019,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7196,NA,6867,NA,79.95555556,NA,76.3,NA,95.42801556,NA,2019Q1
2019,1,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2083,NA,2083,NA,23.14444444,NA,23.14444444,NA,100,NA,2019Q1
2019,2,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3056,NA,2752,NA,33.58241758,NA,30.24175824,NA,90.05235602,NA,2019Q2
2019,2,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,2509,NA,2509,NA,27.57142857,NA,27.57142857,NA,100,NA,2019Q2
2019,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,6941,NA,6540,NA,76.27472527,NA,71.86813187,NA,94.22273448,NA,2019Q2
2019,2,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2081,NA,2081,NA,22.86813187,NA,22.86813187,NA,100,NA,2019Q2
2019,3,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3046,NA,2513,NA,33.10869565,NA,27.31521739,NA,82.5016415,NA,2019Q3
2019,3,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1021,NA,1021,NA,11.09782609,NA,11.09782609,NA,100,NA,2019Q3
2019,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7812,NA,7419,NA,84.91304348,NA,80.64130435,NA,94.96927803,NA,2019Q3
2019,3,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2029,NA,2029,NA,22.05434783,NA,22.05434783,NA,100,NA,2019Q3
2019,4,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3076,NA,2678,NA,33.43478261,NA,29.10869565,NA,87.06111834,NA,2019Q4
2019,4,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1067,NA,1067,NA,11.59782609,NA,11.59782609,NA,100,NA,2019Q4
2019,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,8338,NA,7961,NA,90.63043478,NA,86.5326087,NA,95.47853202,NA,2019Q4
2019,4,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,1942,NA,1942,NA,21.10869565,NA,21.10869565,NA,100,NA,2019Q4
2020,1,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3008,NA,2328,NA,33.05494505,NA,25.58241758,NA,77.39361702,NA,2020Q1
2020,1,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1222,NA,1121,NA,13.42857143,NA,12.31868132,NA,91.73486088,NA,2020Q1
2020,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,8412,NA,7332,NA,92.43956044,NA,80.57142857,NA,87.16119829,NA,2020Q1
2020,1,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2091,NA,2088,NA,22.97802198,NA,22.94505495,NA,99.85652798,NA,2020Q1
2020,2,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,3603,NA,1528,NA,39.59340659,NA,16.79120879,NA,42.40910352,NA,2020Q2
2020,2,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1493,NA,881,NA,16.40659341,NA,9.681318681,NA,59.0087073,NA,2020Q2
2020,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,8129,NA,4730,NA,89.32967033,NA,51.97802198,NA,58.18673884,NA,2020Q2
2020,2,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2304,NA,1468,NA,25.31868132,NA,16.13186813,NA,63.71527778,NA,2020Q2
2020,3,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2766,NA,1926,NA,30.06521739,NA,20.93478261,NA,69.63123644,NA,2020Q3
2020,3,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,943,NA,943,NA,10.25,NA,10.25,NA,100,NA,2020Q3
2020,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7065,NA,6439,NA,76.79347826,NA,69.98913043,NA,91.13941967,NA,2020Q3
2020,3,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2007,NA,1833,NA,21.81521739,NA,19.92391304,NA,91.3303438,NA,2020Q3
2020,4,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2846,NA,1922,NA,30.93478261,NA,20.89130435,NA,67.53338018,NA,2020Q4
2020,4,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1174,NA,1174,NA,12.76086957,NA,12.76086957,NA,100,NA,2020Q4
2020,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7498,NA,7035,NA,81.5,NA,76.4673913,NA,93.82502001,NA,2020Q4
2020,4,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2055,NA,2029,NA,22.33695652,NA,22.05434783,NA,98.73479319,NA,2020Q4
2021,1,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2743,NA,1981,NA,30.47777778,NA,22.01111111,NA,72.22019686,NA,2021Q1
2021,1,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1237,NA,1237,NA,13.74444444,NA,13.74444444,NA,100,NA,2021Q1
2021,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7524,NA,7060,NA,83.6,NA,78.44444444,NA,93.83306752,NA,2021Q1
2021,1,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2169,NA,2097,NA,24.1,NA,23.3,NA,96.68049793,NA,2021Q1
2021,2,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2751,NA,2048,NA,30.23076923,NA,22.50549451,NA,74.44565613,NA,2021Q2
2021,2,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1075,NA,1075,NA,11.81318681,NA,11.81318681,NA,100,NA,2021Q2
2021,2,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,6386,NA,6035,NA,70.17582418,NA,66.31868132,NA,94.50360163,NA,2021Q2
2021,2,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2289,NA,2078,NA,25.15384615,NA,22.83516484,NA,90.78200087,NA,2021Q2
2021,3,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2863,NA,2466,NA,31.11956522,NA,26.80434783,NA,86.13342648,NA,2021Q3
2021,3,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1227,NA,1227,NA,13.33695652,NA,13.33695652,NA,100,NA,2021Q3
2021,3,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,7492,NA,6804,NA,81.43478261,NA,73.95652174,NA,90.81687133,NA,2021Q3
2021,3,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2522,NA,2424,NA,27.41304348,NA,26.34782609,NA,96.11419508,NA,2021Q3
2021,4,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2916,NA,2360,NA,31.69565217,NA,25.65217391,NA,80.93278464,NA,2021Q4
2021,4,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1378,NA,1378,NA,14.97826087,NA,14.97826087,NA,100,NA,2021Q4
2021,4,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,8584,NA,7678,NA,93.30434783,NA,83.45652174,NA,89.44547996,NA,2021Q4
2021,4,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2468,NA,2360,NA,26.82608696,NA,25.65217391,NA,95.62398703,NA,2021Q4
2022,1,NA,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2868,NA,2108,NA,31.86666667,NA,23.42222222,NA,73.50069735,NA,2022Q1
2022,1,NA,S08000022,Highland,NA,H103H,Caithness General Hospital,NA,A1,NA,General Medicine,NA,1344,NA,1344,NA,14.93333333,NA,14.93333333,NA,100,NA,2022Q1
2022,1,NA,S08000022,Highland,NA,H202H,Raigmore Hospital,NA,A1,NA,General Medicine,NA,8945,NA,8170,NA,99.38888889,NA,90.77777778,NA,91.33594187,NA,2022Q1
2022,1,NA,S08000022,Highland,NA,H212H,Belford Hospital,NA,A1,NA,General Medicine,NA,2613,NA,2371,NA,29.03333333,NA,26.34444444,NA,90.73861462,NA,2022Q1
2022,2,p,S08000022,Highland,NA,C121H,Lorn & Islands Hospital,NA,A1,NA,General Medicine,NA,2827,NA,2149,NA,31.06593407,NA,23.61538462,NA,76.01697913,NA,2022Q2
