year,month,hbt,hb_name,treatment_location,location_name,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,is_covid_year
2018,12,S08000030,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,20,20,NA,20,20,NA,0,NA,0,NA,19,NA,1,NA,0,NA,0,NA,0,NA,FALSE
2018,12,S08000030,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,258,258,NA,258,258,NA,0,NA,0,NA,247,NA,11,NA,0,NA,0,NA,0,NA,FALSE
2018,12,S08000030,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1268,1268,NA,1267,1267,NA,0,NA,0,NA,1159,NA,105,NA,4,NA,0,NA,0,NA,FALSE
2018,12,S08000030,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,60,60,NA,60,60,NA,0,NA,0,NA,57,NA,3,NA,0,NA,0,NA,0,NA,FALSE
2018,12,S08000030,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,38,38,NA,38,38,NA,0,NA,0,NA,35,NA,2,NA,1,NA,0,NA,0,NA,FALSE
2018,12,S08000030,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,455,455,NA,455,455,NA,0,NA,0,NA,436,NA,19,NA,0,NA,0,NA,0,NA,FALSE
2018,12,S08000030,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,54,54,NA,54,54,NA,0,NA,0,NA,51,NA,3,NA,0,NA,0,NA,0,NA,FALSE
2018,12,S08000030,Tayside,T357C,NA,Minor Injury Unit or Other,204,204,NA,204,204,NA,0,NA,1,NA,191,NA,12,NA,0,NA,0,NA,0,NA,FALSE
2018,12,S08000028,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,45,NA,z,45,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2018,12,S08000028,Western Isles,W107H,Western Isles Hospital,Emergency Department,546,546,NA,540,540,NA,157,NA,0,NA,364,NA,10,NA,15,NA,0,NA,0,NA,FALSE
2018,12,S08000028,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,147,147,NA,146,146,NA,15,NA,0,NA,130,NA,1,NA,1,NA,0,NA,0,NA,FALSE
2019,01,S08000015,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,172,NA,z,168,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000015,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,83,NA,z,83,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000015,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,6098,6098,NA,5418,5418,NA,2163,NA,7,NA,3600,NA,78,NA,250,NA,203,NA,82,NA,FALSE
2019,01,S08000015,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3173,3173,NA,2692,2692,NA,964,NA,7,NA,2065,NA,75,NA,62,NA,168,NA,67,NA,FALSE
2019,01,S08000015,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,69,NA,z,68,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000016,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,2,NA,z,2,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000016,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,55,NA,z,55,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000016,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,7,NA,z,7,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000016,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,33,NA,z,33,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000016,Borders,B120H,Borders General Hospital,Emergency Department,2575,2575,NA,2397,2397,NA,940,NA,7,NA,1411,NA,210,NA,7,NA,19,NA,2,NA,FALSE
2019,01,S08000017,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,16,NA,z,16,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000017,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,30,NA,z,30,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000017,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,1,NA,z,1,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000017,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,11,11,NA,11,11,NA,0,NA,0,NA,11,NA,0,NA,0,NA,0,NA,0,NA,FALSE
2019,01,S08000017,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,1041,1041,NA,969,969,NA,72,NA,0,NA,886,NA,67,NA,16,NA,7,NA,0,NA,FALSE
2019,01,S08000017,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2653,2653,NA,2357,2357,NA,901,NA,5,NA,1608,NA,94,NA,45,NA,29,NA,2,NA,FALSE
2019,01,S08000029,Fife,F704H,Victoria Hospital,Emergency Department,5515,5515,NA,4903,4903,NA,1757,NA,8,NA,3582,NA,115,NA,53,NA,41,NA,0,NA,FALSE
2019,01,S08000029,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,132,132,NA,132,132,NA,2,NA,0,NA,121,NA,6,NA,3,NA,0,NA,0,NA,FALSE
2019,01,S08000029,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,203,203,NA,203,203,NA,0,NA,0,NA,192,NA,11,NA,0,NA,0,NA,0,NA,FALSE
2019,01,S08000029,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,1547,1547,NA,1547,1547,NA,18,NA,0,NA,1385,NA,135,NA,9,NA,0,NA,0,NA,FALSE
2019,01,S08000019,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,1501,1501,NA,1499,1499,NA,2,NA,0,NA,1143,NA,124,NA,232,NA,0,NA,0,NA,FALSE
2019,01,S08000019,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,5416,5416,NA,4179,4179,NA,1562,NA,6,NA,3030,NA,61,NA,757,NA,273,NA,49,NA,FALSE
2019,01,S08000020,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,4970,4970,NA,4282,4282,NA,1401,NA,21,NA,3211,NA,18,NA,319,NA,37,NA,5,NA,FALSE
2019,01,S08000020,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1316,1316,NA,1294,1294,NA,114,NA,1,NA,1113,NA,0,NA,88,NA,1,NA,0,NA,FALSE
2019,01,S08000020,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,81,NA,z,81,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,4,NA,z,4,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1291,NA,z,1291,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,621,NA,z,619,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,218,NA,z,216,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,126,NA,z,126,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,247,NA,z,246,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1950,1950,NA,1866,1866,NA,343,NA,6,NA,1576,NA,21,NA,4,NA,1,NA,0,NA,FALSE
2019,01,S08000020,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,13,NA,z,13,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,86,NA,z,86,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,8,NA,z,8,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,79,NA,z,79,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000020,Grampian,N683C,NA,Minor Injury Unit or Other,39,NA,z,39,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000031,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1445,1445,NA,1386,1386,NA,275,NA,0,NA,1092,NA,69,NA,9,NA,3,NA,0,NA,FALSE
2019,01,S08000031,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2708,2708,NA,2351,2351,NA,727,NA,2,NA,1830,NA,52,NA,97,NA,18,NA,0,NA,FALSE
2019,01,S08000031,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5806,5806,NA,4797,4797,NA,1969,NA,8,NA,3585,NA,144,NA,100,NA,231,NA,7,NA,FALSE
2019,01,S08000031,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,8036,8036,NA,6744,6744,NA,2559,NA,23,NA,4946,NA,116,NA,392,NA,28,NA,0,NA,FALSE
2019,01,S08000031,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1704,1704,NA,1701,1701,NA,0,NA,0,NA,1550,NA,121,NA,33,NA,0,NA,0,NA,FALSE
2019,01,S08000031,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,2734,2734,NA,2731,2731,NA,0,NA,0,NA,2462,NA,200,NA,72,NA,1,NA,0,NA,FALSE
2019,01,S08000031,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,8834,8834,NA,7001,7001,NA,2784,NA,32,NA,5645,NA,74,NA,299,NA,267,NA,43,NA,FALSE
2019,01,S08000031,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,6149,6149,NA,5883,5883,NA,1281,NA,1,NA,4806,NA,0,NA,61,NA,0,NA,0,NA,FALSE
2019,01,S08000022,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,644,NA,z,640,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,94,NA,z,92,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,337,NA,z,330,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,C121H,Lorn & Islands Hospital,Emergency Department,615,615,NA,603,603,NA,195,NA,0,NA,409,NA,11,NA,0,NA,2,NA,0,NA,FALSE
2019,01,S08000022,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,420,NA,z,418,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,161,NA,z,160,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H103H,Caithness General Hospital,Emergency Department,682,682,NA,656,656,NA,216,NA,1,NA,464,NA,1,NA,0,NA,6,NA,3,NA,FALSE
2019,01,S08000022,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,25,NA,z,25,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H202H,Raigmore Hospital,Emergency Department,2836,2836,NA,2534,2534,NA,709,NA,4,NA,2105,NA,18,NA,0,NA,37,NA,2,NA,FALSE
2019,01,S08000022,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,270,NA,z,270,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,41,NA,z,41,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H212H,Belford Hospital,Emergency Department,664,664,NA,640,640,NA,134,NA,2,NA,521,NA,7,NA,0,NA,1,NA,0,NA,FALSE
2019,01,S08000022,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,399,NA,z,399,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,168,NA,z,168,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,108,NA,z,108,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,439,NA,z,424,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H227B,NA,Minor Injury Unit or Other,110,NA,z,110,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000022,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,63,NA,z,62,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000032,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,6074,6074,NA,5642,5642,NA,2137,NA,9,NA,3828,NA,85,NA,15,NA,11,NA,1,NA,FALSE
2019,01,S08000032,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,79,NA,z,79,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000032,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,36,NA,z,36,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000032,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,5705,5705,NA,4732,4732,NA,1769,NA,10,NA,3825,NA,76,NA,25,NA,119,NA,50,NA,FALSE
2019,01,S08000032,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,6127,6127,NA,5204,5204,NA,1909,NA,7,NA,4072,NA,75,NA,64,NA,151,NA,29,NA,FALSE
2019,01,S08000024,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,149,NA,z,149,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000024,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,4191,4191,NA,3442,3442,NA,1242,NA,0,NA,2949,NA,0,NA,0,NA,148,NA,64,NA,FALSE
2019,01,S08000024,Lothian,S308H,St John's Hospital,Emergency Department,4845,4845,NA,3977,3977,NA,1104,NA,3,NA,3629,NA,109,NA,0,NA,158,NA,28,NA,FALSE
2019,01,S08000024,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,10165,10165,NA,8696,8696,NA,2900,NA,14,NA,7092,NA,159,NA,0,NA,258,NA,67,NA,FALSE
2019,01,S08000024,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,4385,4385,NA,4073,4073,NA,664,NA,0,NA,3720,NA,1,NA,0,NA,9,NA,0,NA,FALSE
2019,01,S08000025,Orkney,R103H,The Balfour,Emergency Department,520,520,NA,499,499,NA,160,NA,0,NA,352,NA,7,NA,1,NA,2,NA,2,NA,FALSE
2019,01,S08000026,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,625,625,NA,599,599,NA,168,NA,0,NA,450,NA,5,NA,2,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T101H,Ninewells Hospital,Emergency Department,4009,4009,NA,3855,3855,NA,1372,NA,3,NA,2367,NA,229,NA,38,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2012,2012,NA,1916,1916,NA,417,NA,6,NA,1252,NA,313,NA,24,NA,1,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,20,20,NA,20,20,NA,0,NA,0,NA,16,NA,3,NA,1,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,233,233,NA,233,233,NA,0,NA,0,NA,218,NA,12,NA,3,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1277,1277,NA,1277,1277,NA,0,NA,1,NA,1159,NA,115,NA,2,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,60,60,NA,60,60,NA,0,NA,0,NA,57,NA,3,NA,0,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,74,74,NA,74,74,NA,0,NA,0,NA,63,NA,7,NA,4,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,387,387,NA,387,387,NA,0,NA,0,NA,362,NA,25,NA,0,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,74,74,NA,74,74,NA,0,NA,0,NA,68,NA,5,NA,1,NA,0,NA,0,NA,FALSE
2019,01,S08000030,Tayside,T357C,NA,Minor Injury Unit or Other,223,223,NA,223,223,NA,0,NA,0,NA,206,NA,17,NA,0,NA,0,NA,0,NA,FALSE
2019,01,S08000028,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,01,S08000028,Western Isles,W107H,Western Isles Hospital,Emergency Department,503,503,NA,493,493,NA,175,NA,0,NA,301,NA,9,NA,18,NA,0,NA,0,NA,FALSE
2019,01,S08000028,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,137,137,NA,137,137,NA,15,NA,0,NA,122,NA,0,NA,0,NA,0,NA,0,NA,FALSE
2019,02,S08000015,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,172,NA,z,168,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000015,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,46,NA,z,45,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000015,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5587,5587,NA,4927,4927,NA,1914,NA,5,NA,3360,NA,59,NA,249,NA,219,NA,76,NA,FALSE
2019,02,S08000015,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,2917,2917,NA,2387,2387,NA,774,NA,10,NA,2008,NA,74,NA,51,NA,190,NA,78,NA,FALSE
2019,02,S08000015,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,60,NA,z,60,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000016,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,7,NA,z,7,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000016,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,63,NA,z,63,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000016,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,6,NA,z,6,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000016,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,34,NA,z,34,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000016,Borders,B120H,Borders General Hospital,Emergency Department,2315,2315,NA,2105,2105,NA,794,NA,2,NA,1371,NA,132,NA,16,NA,40,NA,21,NA,FALSE
2019,02,S08000017,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,15,NA,z,15,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000017,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000017,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,3,NA,z,3,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000017,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,2,2,NA,2,2,NA,0,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,FALSE
2019,02,S08000017,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,971,971,NA,901,901,NA,70,NA,1,NA,792,NA,87,NA,21,NA,8,NA,2,NA,FALSE
2019,02,S08000017,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2680,2680,NA,2323,2323,NA,862,NA,8,NA,1688,NA,91,NA,31,NA,29,NA,6,NA,FALSE
2019,02,S08000029,Fife,F704H,Victoria Hospital,Emergency Department,5153,5153,NA,4590,4590,NA,1649,NA,11,NA,3334,NA,99,NA,60,NA,25,NA,1,NA,FALSE
2019,02,S08000029,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,143,143,NA,143,143,NA,2,NA,0,NA,129,NA,10,NA,2,NA,0,NA,0,NA,FALSE
2019,02,S08000029,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,273,273,NA,273,273,NA,0,NA,0,NA,265,NA,7,NA,1,NA,0,NA,0,NA,FALSE
2019,02,S08000029,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,1552,1552,NA,1550,1550,NA,18,NA,0,NA,1423,NA,97,NA,14,NA,2,NA,0,NA,FALSE
2019,02,S08000019,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,1464,1464,NA,1464,1464,NA,0,NA,0,NA,1168,NA,85,NA,211,NA,0,NA,0,NA,FALSE
2019,02,S08000019,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,4877,4877,NA,4563,4563,NA,1343,NA,7,NA,2970,NA,54,NA,503,NA,14,NA,1,NA,FALSE
2019,02,S08000020,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,4892,4892,NA,4001,4001,NA,1278,NA,13,NA,3246,NA,26,NA,329,NA,45,NA,6,NA,FALSE
2019,02,S08000020,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1245,1245,NA,1230,1230,NA,136,NA,0,NA,1058,NA,2,NA,49,NA,0,NA,0,NA,FALSE
2019,02,S08000020,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,73,NA,z,73,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,1,NA,z,1,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,37,NA,z,37,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1327,NA,z,1327,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,550,NA,z,548,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,206,NA,z,203,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,123,NA,z,123,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,257,NA,z,254,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1950,1950,NA,1845,1845,NA,367,NA,0,NA,1569,NA,13,NA,1,NA,5,NA,0,NA,FALSE
2019,02,S08000020,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,45,NA,z,45,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,12,NA,z,12,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,71,NA,z,71,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2019,02,S08000020,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,15,NA,z,15,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
