Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2019Q2,,S08000031,,G516H,,,z,Surgery Grouping,d,3606,,1123,,39.62637363,,12.34065934,,31.14254021,
2019Q2,,S08000031,,S08000031,d,,z,Surgery Grouping,d,102597,,81489,,1127.43956,,895.4835165,,79.42629901,
2019Q3,,S08000031,,C206H,,,z,Surgery Grouping,d,34,,34,,0.369565217,,0.369565217,,100,
2019Q3,,S08000031,,C313H,,,z,Surgery Grouping,d,7416,,5925,,80.60869565,,64.40217391,,79.89482201,
2019Q3,,S08000031,,C418H,,,z,Surgery Grouping,d,14214,,11761,,154.5,,127.8369565,,82.74236668,
2019Q3,,S08000031,,G107H,,,z,Surgery Grouping,d,27746,,22799,,301.5869565,,247.8152174,,82.17040294,
2019Q3,,S08000031,,G207H,,,z,Surgery Grouping,d,149,,149,,1.619565217,,1.619565217,,100,
2019Q3,,S08000031,,G306H,,,z,Surgery Grouping,d,161,,161,,1.75,,1.75,,100,
2019Q3,,S08000031,,G405H,,,z,Surgery Grouping,d,45439,,35427,,493.9021739,,385.076087,,77.96606439,
2019Q3,,S08000031,,G516H,,,z,Surgery Grouping,d,3785,,989,,41.14130435,,10.75,,26.12945839,
2019Q3,,S08000031,,S08000031,d,,z,Surgery Grouping,d,103553,,79972,,1125.576087,,869.2608696,,77.2280861,
2019Q4,,S08000031,,C206H,,,z,Surgery Grouping,d,13,,13,,0.141304348,,0.141304348,,100,
2019Q4,,S08000031,,C313H,,,z,Surgery Grouping,d,6621,,5657,,71.9673913,,61.48913043,,85.44026582,
2019Q4,,S08000031,,C418H,,,z,Surgery Grouping,d,14005,,11597,,152.2282609,,126.0543478,,82.80614066,
2019Q4,,S08000031,,G107H,,,z,Surgery Grouping,d,27909,,23635,,303.3586957,,256.9021739,,84.6859436,
2019Q4,,S08000031,,G207H,,,z,Surgery Grouping,d,142,,142,,1.543478261,,1.543478261,,100,
2019Q4,,S08000031,,G306H,,,z,Surgery Grouping,d,115,,115,,1.25,,1.25,,100,
2019Q4,,S08000031,,G405H,,,z,Surgery Grouping,d,42619,,34553,,463.25,,375.576087,,81.0741688,
2019Q4,,S08000031,,G516H,,,z,Surgery Grouping,d,3644,,1105,,39.60869565,,12.01086957,,30.32381998,
2019Q4,,S08000031,,S08000031,d,,z,Surgery Grouping,d,99547,,80009,,1082.032609,,869.6630435,,80.3730901,
2020Q1,,S08000031,,C206H,,,z,Surgery Grouping,d,18,,18,,0.197802198,,0.197802198,,100,
2020Q1,,S08000031,,C313H,,,z,Surgery Grouping,d,6926,,5373,,76.10989011,,59.04395604,,77.57724516,
2020Q1,,S08000031,,C418H,,,z,Surgery Grouping,d,13999,,10399,,153.8351648,,114.2747253,,74.28387742,
2020Q1,,S08000031,,G107H,,,z,Surgery Grouping,d,27200,,22151,,298.9010989,,243.4175824,,81.4375,
2020Q1,,S08000031,,G207H,,,z,Surgery Grouping,d,196,,196,,2.153846154,,2.153846154,,100,
2020Q1,,S08000031,,G306H,,,z,Surgery Grouping,d,109,,109,,1.197802198,,1.197802198,,100,
2020Q1,,S08000031,,G405H,,,z,Surgery Grouping,d,42170,,33622,,463.4065934,,369.4725275,,79.72966564,
2020Q1,,S08000031,,G516H,,,z,Surgery Grouping,d,3137,,972,,34.47252747,,10.68131868,,30.98501753,
2020Q1,,S08000031,,S08000031,d,,z,Surgery Grouping,d,98195,,75961,,1079.065934,,834.7362637,,77.35729925,
2020Q2,,S08000031,,C206H,,,z,Surgery Grouping,d,8,,8,,0.087912088,,0.087912088,,100,
2020Q2,,S08000031,,C313H,,,z,Surgery Grouping,d,5555,,3277,,61.04395604,,36.01098901,,58.99189919,
2020Q2,,S08000031,,C418H,,,z,Surgery Grouping,d,14014,,7572,,154,,83.20879121,,54.0316826,
2020Q2,,S08000031,,G107H,,,z,Surgery Grouping,d,21380,,13765,,234.9450549,,151.2637363,,64.38260056,
2020Q2,,S08000031,,G207H,,,z,Surgery Grouping,d,5,,5,,0.054945055,,0.054945055,,100,
2020Q2,,S08000031,,G405H,,,z,Surgery Grouping,d,40728,,23879,,447.5604396,,262.4065934,,58.63042624,
2020Q2,,S08000031,,G516H,,,z,Surgery Grouping,d,3022,,496,,33.20879121,,5.450549451,,16.41297154,
2020Q2,,S08000031,,S08000031,d,,z,Surgery Grouping,d,89301,,51189,,981.3296703,,562.5164835,,57.3218665,
2020Q3,,S08000031,,C206H,,,z,Surgery Grouping,d,35,,35,,0.380434783,,0.380434783,,100,
2020Q3,,S08000031,,C313H,,,z,Surgery Grouping,d,6451,,4527,,70.11956522,,49.20652174,,70.17516664,
2020Q3,,S08000031,,C418H,,,z,Surgery Grouping,d,12386,,9103,,134.6304348,,98.94565217,,73.49426772,
2020Q3,,S08000031,,G107H,,,z,Surgery Grouping,d,25151,,18945,,273.3804348,,205.923913,,75.32503678,
2020Q3,,S08000031,,G207H,,,z,Surgery Grouping,d,24,,24,,0.260869565,,0.260869565,,100,
2020Q3,,S08000031,,G306H,,,z,Surgery Grouping,d,34,,34,,0.369565217,,0.369565217,,100,
2020Q3,,S08000031,,G405H,,,z,Surgery Grouping,d,42957,,29941,,466.923913,,325.4456522,,69.69993249,
2020Q3,,S08000031,,G516H,,,z,Surgery Grouping,d,3059,,739,,33.25,,8.032608696,,24.15822164,
2020Q3,,S08000031,,S08000031,d,,z,Surgery Grouping,d,94472,,65651,,1026.869565,,713.5978261,,69.49254806,
2020Q4,,S08000031,,C206H,,,z,Surgery Grouping,d,6,,6,,0.065217391,,0.065217391,,100,
2020Q4,,S08000031,,C313H,,,z,Surgery Grouping,d,6668,,4360,,72.47826087,,47.39130435,,65.386922620000007,
2020Q4,,S08000031,,C418H,,,z,Surgery Grouping,d,12020,,9292,,130.6521739,,101,,77.30449251,
2020Q4,,S08000031,,G107H,,,z,Surgery Grouping,d,24420,,19356,,265.4347826,,210.3913043,,79.26289926,
2020Q4,,S08000031,,G207H,,,z,Surgery Grouping,d,225,,225,,2.445652174,,2.445652174,,100,
2020Q4,,S08000031,,G306H,,,z,Surgery Grouping,d,44,,44,,0.47826087,,0.47826087,,100,
2020Q4,,S08000031,,G405H,,,z,Surgery Grouping,d,41903,,32199,,455.4673913,,349.9891304,,76.84175357,
2020Q4,,S08000031,,G516H,,,z,Surgery Grouping,d,3127,,722,,33.98913043,,7.847826087,,23.0892229,
2020Q4,,S08000031,,S08000031,d,,z,Surgery Grouping,d,92948,,68749,,1010.304348,,747.2717391,,73.9650127,
2021Q1,,S08000031,,C206H,,,z,Surgery Grouping,d,27,,27,,0.3,,0.3,,100,
2021Q1,,S08000031,,C313H,,,z,Surgery Grouping,d,6370,,5054,,70.77777778,,56.15555556,,79.34065934,
2021Q1,,S08000031,,C418H,,,z,Surgery Grouping,d,11383,,9181,,126.4777778,,102.0111111,,80.65536326,
2021Q1,,S08000031,,G107H,,,z,Surgery Grouping,d,23750,,18879,,263.8888889,,209.7666667,,79.49052632,
2021Q1,,S08000031,,G207H,,,z,Surgery Grouping,d,126,,126,,1.4,,1.4,,100,
2021Q1,,S08000031,,G306H,,,z,Surgery Grouping,d,18,,18,,0.2,,0.2,,100,
2021Q1,,S08000031,,G405H,,,z,Surgery Grouping,d,39166,,30587,,435.1777778,,339.8555556,,78.09579738,
2021Q1,,S08000031,,G516H,,,z,Surgery Grouping,d,2793,,669,,31.03333333,,7.433333333,,23.95273899,
2021Q1,,S08000031,,S08000031,d,,z,Surgery Grouping,d,88304,,67125,,981.1555556,,745.8333333,,76.01580902,
2021Q2,,S08000031,,C206H,,,z,Surgery Grouping,d,11,,11,,0.120879121,,0.120879121,,100,
2021Q2,,S08000031,,C313H,,,z,Surgery Grouping,d,6071,,4996,,66.71428571,,54.9010989,,82.29286773,
2021Q2,,S08000031,,C418H,,,z,Surgery Grouping,d,12198,,9672,,134.043956,,106.2857143,,79.29168716,
2021Q2,,S08000031,,G107H,,,z,Surgery Grouping,d,27433,,21877,,301.4615385,,240.4065934,,79.74702001,
2021Q2,,S08000031,,G207H,,,z,Surgery Grouping,d,190,,190,,2.087912088,,2.087912088,,100,
2021Q2,,S08000031,,G306H,,,z,Surgery Grouping,d,89,,89,,0.978021978,,0.978021978,,100,
2021Q2,,S08000031,,G405H,,,z,Surgery Grouping,d,42362,,34465,,465.5164835,,378.7362637,,81.35829281,
2021Q2,,S08000031,,G516H,,,z,Surgery Grouping,d,2505,,764,,27.52747253,,8.395604396,,30.499002,
2021Q2,,S08000031,,S08000031,d,,z,Surgery Grouping,d,95294,,74866,,1047.186813,,822.7032967,,78.56318341,
2021Q3,,S08000031,,C206H,,,z,Surgery Grouping,d,52,,52,,0.565217391,,0.565217391,,100,
2021Q3,,S08000031,,C313H,,,z,Surgery Grouping,d,5894,,4556,,64.06521739,,49.52173913,,77.29894808,
2021Q3,,S08000031,,C418H,,,z,Surgery Grouping,d,13790,,11467,,149.8913043,,124.6413043,,83.15445975,
2021Q3,,S08000031,,G107H,,,z,Surgery Grouping,d,27494,,22617,,298.8478261,,245.8369565,,82.26158435,
2021Q3,,S08000031,,G207H,,,z,Surgery Grouping,d,132,,132,,1.434782609,,1.434782609,,100,
2021Q3,,S08000031,,G306H,,,z,Surgery Grouping,d,83,,83,,0.902173913,,0.902173913,,100,
2021Q3,,S08000031,,G405H,,,z,Surgery Grouping,d,42244,,35433,,459.173913,,385.1413043,,83.87700028,
2021Q3,,S08000031,,G516H,,,z,Surgery Grouping,d,2522,,816,,27.41304348,,8.869565217,,32.35527359,
2021Q3,,S08000031,,S08000031,d,,z,Surgery Grouping,d,96225,,77548,,1045.923913,,842.9130435,,80.59028319,
2021Q4,,S08000031,,C206H,,,z,Surgery Grouping,d,56,,56,,0.608695652,,0.608695652,,100,
2021Q4,,S08000031,,C313H,,,z,Surgery Grouping,d,5351,,4270,,58.16304348,,46.41304348,,79.79816857,
2021Q4,,S08000031,,C418H,,,z,Surgery Grouping,d,14144,,12506,,153.7391304,,135.9347826,,88.41911765,
2021Q4,,S08000031,,G107H,,,z,Surgery Grouping,d,29274,,23912,,318.1956522,,259.9130435,,81.68340507,
2021Q4,,S08000031,,G207H,,,z,Surgery Grouping,d,136,,136,,1.47826087,,1.47826087,,100,
2021Q4,,S08000031,,G306H,,,z,Surgery Grouping,d,2,,2,,0.02173913,,0.02173913,,100,
2021Q4,,S08000031,,G405H,,,z,Surgery Grouping,d,40516,,34261,,440.3913043,,372.4021739,,84.56165465,
2021Q4,,S08000031,,G516H,,,z,Surgery Grouping,d,2566,,911,,27.89130435,,9.902173913,,35.50272798,
2021Q4,,S08000031,,S08000031,d,,z,Surgery Grouping,d,95414,,77996,,1037.108696,,847.7826087,,81.74481732,
2022Q1,,S08000031,,C206H,,,z,Surgery Grouping,d,71,,71,,0.788888889,,0.788888889,,100,
2022Q1,,S08000031,,C313H,,,z,Surgery Grouping,d,6087,,4904,,67.63333333,,54.48888889,,80.56513882,
2022Q1,,S08000031,,C418H,,,z,Surgery Grouping,d,13617,,12212,,151.3,,135.6888889,,89.68201513,
2022Q1,,S08000031,,G107H,,,z,Surgery Grouping,d,27526,,22396,,305.8444444,,248.8444444,,81.36307491,
2022Q1,,S08000031,,G207H,,,z,Surgery Grouping,d,211,,211,,2.344444444,,2.344444444,,100,
2022Q1,,S08000031,,G306H,,,z,Surgery Grouping,d,7,,7,,0.077777778,,0.077777778,,100,
2022Q1,,S08000031,,G405H,,,z,Surgery Grouping,d,39860,,35100,,442.8888889,,390,,88.05820371,
2022Q1,,S08000031,,G516H,,,z,Surgery Grouping,d,2597,,1010,,28.85555556,,11.22222222,,38.89102811,
2022Q1,,S08000031,,S08000031,d,,z,Surgery Grouping,d,94055,,78139,,1045.055556,,868.2111111,,83.07798628,
2022Q2,p,S08000031,,C206H,,,z,Surgery Grouping,d,114,,114,,1.252747253,,1.252747253,,100,
2022Q2,p,S08000031,,C313H,,,z,Surgery Grouping,d,6613,,5330,,72.67032967,,58.57142857,,80.59882051,
2022Q2,p,S08000031,,C418H,,,z,Surgery Grouping,d,13314,,11978,,146.3076923,,131.6263736,,89.9654499,
2022Q2,p,S08000031,,G107H,,,z,Surgery Grouping,d,28380,,23289,,311.8681319,,255.9230769,,82.06131078,
2022Q2,p,S08000031,,G207H,,,z,Surgery Grouping,d,131,,131,,1.43956044,,1.43956044,,100,
2022Q2,p,S08000031,,G306H,,,z,Surgery Grouping,d,1,,1,,0.010989011,,0.010989011,,100,
2022Q2,p,S08000031,,G405H,,,z,Surgery Grouping,d,42260,,38326,,464.3956044,,421.1648352,,90.69096072,
2022Q2,p,S08000031,,G516H,,,z,Surgery Grouping,d,2595,,1041,,28.51648352,,11.43956044,,40.11560694,
2022Q2,p,S08000031,,S08000031,d,,z,Surgery Grouping,d,97317,,82792,,1069.417582,,909.8021978,,85.07455018,
2017Q2,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,12,,12,,0.131868132,,0.131868132,,100,
2017Q2,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2832,,2277,,31.12087912,,25.02197802,,80.40254237,
2017Q2,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,6020,,4908,,66.15384615,,53.93406593,,81.5282392,
2017Q2,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,8009,,6700,,88.01098901,,73.62637363,,83.65588713,
2017Q2,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,14,,14,,0.153846154,,0.153846154,,100,
2017Q2,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,18,,18,,0.197802198,,0.197802198,,100,
2017Q2,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,10233,,7810,,112.4505495,,85.82417582,,76.32170429,
2017Q2,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,1034,,123,,11.36263736,,1.351648352,,11.89555126,
2017Q2,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,28981,,22503,,318.4725275,,247.2857143,,77.64742417,
2017Q3,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,2,,2,,0.02173913,,0.02173913,,100,
2017Q3,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2878,,2135,,31.2826087,,23.20652174,,74.18346074,
2017Q3,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5786,,4310,,62.89130435,,46.84782609,,74.49014863,
2017Q3,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,8044,,6516,,87.43478261,,70.82608696,,81.00447539,
2017Q3,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,37,,37,,0.402173913,,0.402173913,,100,
2017Q3,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,12,,12,,0.130434783,,0.130434783,,100,
2017Q3,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,10265,,7197,,111.576087,,78.22826087,,70.11203117,
2017Q3,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,1000,,108,,10.86956522,,1.173913043,,10.8,
2017Q3,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,29003,,21074,,315.25,,229.0652174,,72.66144882,
2017Q4,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,13,,13,,0.141304348,,0.141304348,,100,
2017Q4,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2807,,2201,,30.51086957,,23.92391304,,78.41111507,
2017Q4,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5530,,4533,,60.10869565,,49.27173913,,81.97106691,
2017Q4,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,8041,,6600,,87.40217391,,71.73913043,,82.07934337,
2017Q4,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,39,,39,,0.423913043,,0.423913043,,100,
2017Q4,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,14,,14,,0.152173913,,0.152173913,,100,
2017Q4,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,9963,,7619,,108.2934783,,82.81521739,,76.47294991,
2017Q4,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,1116,,154,,12.13043478,,1.673913043,,13.79928315,
2017Q4,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,28235,,21700,,306.9021739,,235.8695652,,76.85496724,
2018Q1,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,19,,19,,0.211111111,,0.211111111,,100,
2018Q1,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2719,,2250,,30.21111111,,25,,82.7510114,
2018Q1,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,6053,,5321,,67.25555556,,59.12222222,,87.90682306,
2018Q1,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,7789,,6451,,86.54444444,,71.67777778,,82.82192836,
2018Q1,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,31,,31,,0.344444444,,0.344444444,,100,
2018Q1,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,13,,13,,0.144444444,,0.144444444,,100,
2018Q1,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,9176,,7348,,101.9555556,,81.64444444,,80.07846556,
2018Q1,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,1133,,169,,12.58888889,,1.877777778,,14.91615181,
2018Q1,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,27574,,22181,,306.3777778,,246.4555556,,80.44172046,
2018Q2,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,5,,5,,0.054945055,,0.054945055,,100,
2018Q2,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2706,,2278,,29.73626374,,25.03296703,,84.18329638,
2018Q2,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5766,,4605,,63.36263736,,50.6043956,,79.86472425,
2018Q2,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,8088,,6578,,88.87912088,,72.28571429,,81.33036597,
2018Q2,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,34,,34,,0.373626374,,0.373626374,,100,
2018Q2,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,16,,16,,0.175824176,,0.175824176,,100,
2018Q2,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,9924,,7551,,109.0549451,,82.97802198,,76.08827086,
2018Q2,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,656,,110,,7.208791209,,1.208791209,,16.76829268,
2018Q2,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,28006,,21740,,307.7582418,,238.9010989,,77.62622295,
2018Q3,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,13,,13,,0.141304348,,0.141304348,,100,
2018Q3,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2643,,2234,,28.72826087,,24.2826087,,84.5251608,
2018Q3,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5867,,4636,,63.77173913,,50.39130435,,79.0182376,
2018Q3,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,8013,,5653,,87.09782609,,61.44565217,,70.54785973,
2018Q3,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,23,,23,,0.25,,0.25,,100,
2018Q3,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,23,,23,,0.25,,0.25,,100,
2018Q3,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,10193,,8085,,110.7934783,,87.88043478,,79.31914059,
2018Q3,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,770,,150,,8.369565217,,1.630434783,,19.48051948,
2018Q3,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,28624,,21462,,311.1304348,,233.2826087,,74.97903857,
2018Q4,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,55,,55,,0.597826087,,0.597826087,,100,
2018Q4,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2784,,2531,,30.26086957,,27.51086957,,90.91235632,
2018Q4,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,6393,,5713,,69.48913043,,62.09782609,,89.36336618,
2018Q4,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,8014,,6140,,87.10869565,,66.73913043,,76.61592214,
2018Q4,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,24,,24,,0.260869565,,0.260869565,,100,
2018Q4,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,11,,11,,0.119565217,,0.119565217,,100,
2018Q4,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,10235,,7909,,111.25,,85.9673913,,77.2740596,
2018Q4,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,739,,118,,8.032608696,,1.282608696,,15.96752368,
2018Q4,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,29076,,22995,,316.0434783,,249.9456522,,79.085844,
2019Q1,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,9,,9,,0.1,,0.1,,100,
2019Q1,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2751,,2598,,30.56666667,,28.86666667,,94.43838604,
2019Q1,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5896,,4950,,65.51111111,,55,,83.95522388,
2019Q1,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,7705,,6186,,85.61111111,,68.73333333,,80.28552888,
2019Q1,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,18,,18,,0.2,,0.2,,100,
2019Q1,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,9,,9,,0.1,,0.1,,100,
2019Q1,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,10018,,8112,,111.3111111,,90.13333333,,80.97424636,
2019Q1,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,787,,127,,8.744444444,,1.411111111,,16.13722999,
2019Q1,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,27979,,22585,,310.8777778,,250.9444444,,80.72125523,
2019Q2,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,8,,8,,0.087912088,,0.087912088,,100,
2019Q2,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2763,,2454,,30.36263736,,26.967032970000002,,88.8165038,
2019Q2,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5771,,4417,,63.41758242,,48.53846154,,76.53786172,
2019Q2,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,7847,,6488,,86.23076923,,71.2967033,,82.68127947,
2019Q2,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,27,,27,,0.296703297,,0.296703297,,100,
2019Q2,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,13,,13,,0.142857143,,0.142857143,,100,
2019Q2,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,9995,,7634,,109.8351648,,83.89010989,,76.37818909,
2019Q2,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,748,,175,,8.21978022,,1.923076923,,23.39572193,
2019Q2,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,28097,,21792,,308.7582418,,239.4725275,,77.55988184,
2019Q3,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,23,,23,,0.25,,0.25,,100,
2019Q3,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2661,,2236,,28.92391304,,24.30434783,,84.02856069,
2019Q3,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5872,,4848,,63.82608696,,52.69565217,,82.5613079,
2019Q3,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,7557,,5644,,82.14130435,,61.34782609,,74.68572185,
2019Q3,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,22,,22,,0.239130435,,0.239130435,,100,
2019Q3,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,13,,13,,0.141304348,,0.141304348,,100,
2019Q3,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,10299,,7951,,111.9456522,,86.42391304,,77.20167007,
2019Q3,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,804,,140,,8.739130435,,1.52173913,,17.41293532,
2019Q3,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,28196,,21340,,306.4782609,,231.9565217,,75.68449425,
2019Q4,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,9,,9,,0.097826087,,0.097826087,,100,
2019Q4,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2573,,2429,,27.9673913,,26.40217391,,94.40342013,
2019Q4,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5753,,4816,,62.5326087,,52.34782609,,83.71284547,
2019Q4,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,7963,,6804,,86.55434783,,73.95652174,,85.44518398,
2019Q4,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,39,,39,,0.423913043,,0.423913043,,100,
2019Q4,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,13,,13,,0.141304348,,0.141304348,,100,
2019Q4,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,10014,,7810,,108.8478261,,84.89130435,,77.99081286,
2019Q4,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,761,,165,,8.27173913,,1.793478261,,21.68199737,
2019Q4,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,27805,,22502,,302.2282609,,244.5869565,,80.92789067,
2020Q1,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,6,,6,,0.065934066,,0.065934066,,100,
2020Q1,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,2659,,2373,,29.21978022,,26.07692308,,89.24407672,
2020Q1,,S08000031,,C418H,,C8,,Trauma and Orthopaedic Surgery,,5922,,4686,,65.07692308,,51.49450549,,79.12867275,
2020Q1,,S08000031,,G107H,,C8,,Trauma and Orthopaedic Surgery,,7962,,6494,,87.49450549,,71.36263736,,81.5624215,
2020Q1,,S08000031,,G207H,,C8,,Trauma and Orthopaedic Surgery,,32,,32,,0.351648352,,0.351648352,,100,
2020Q1,,S08000031,,G306H,,C8,,Trauma and Orthopaedic Surgery,,21,,21,,0.230769231,,0.230769231,,100,
2020Q1,,S08000031,,G405H,,C8,,Trauma and Orthopaedic Surgery,,9388,,7717,,103.1648352,,84.8021978,,82.20068172,
2020Q1,,S08000031,,G516H,,C8,,Trauma and Orthopaedic Surgery,,717,,133,,7.879120879,,1.461538462,,18.54951185,
2020Q1,,S08000031,,S08000031,d,C8,,Trauma and Orthopaedic Surgery,,27484,,21941,,302.021978,,241.1098901,,79.8319022,
2020Q2,,S08000031,,C206H,,C8,,Trauma and Orthopaedic Surgery,,4,,4,,0.043956044,,0.043956044,,100,
2020Q2,,S08000031,,C313H,,C8,,Trauma and Orthopaedic Surgery,,1737,,1331,,19.08791209,,14.62637363,,76.6263673,
